id,prompt,prediction,gold,correct,running_accuracy
23," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 23:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): hʷɔr ɛ-dɛ [ɛlɛlɛ ___
Gloss (with missing item): woman 3S-prepare sauce ___
The English translation of this sentence is:‘The woman is making which kind of sauce?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: A noun modifier is questioned in \REF{ex:10:55}. The presupposed information is that the woman made some kind of sauce, and the question seeks to find out what kind of sauce. The interrogative pronoun weley ‘its gloss ___’ is within the noun phrase delimited by square brackets in the example. Even though the interrogative pronoun is inside a noun phrase, that noun phrase is clause-final so the interrogative pronoun is the final word in the clause.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: wɛlɛj	 gloss: which
B: word: malmaj	 gloss: what
C: word: ɛpɛlɛj	 gloss: when
D: word: maj	 gloss: what

    Answer:
    ",A,A,True,0.7916666666666666
24," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 24:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): k\`{ə}-l=ala [amɪ-g-ijɛ ___
Gloss (with missing item): twoS+PFV-go=to DEP-do-CL ___
The English translation of this sentence is:‘What have you come to do?’ (lit. you have come to do what?)
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Example \REF{ex:10:57} questions the direct object of a subordinate clause, in this case a purpose adverbial clause (delimited by square brackets). The presupposed information is that the listener has come to do something. The interrogative pronoun almay ‘its gloss ___’ is clause-final since the adverbial clause has no other elements following the direct object. Two possible responses are shown in \REF{ex:10:58}--\REF{ex:10:59}.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: baj	 gloss: NEG
B: word: malmaj	 gloss: what
C: word: almaj	 gloss: what
D: word: wɛlɛj	 gloss: which

    Answer:
    ",C,C,True,0.8
25," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 25:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): hʷɔr ɔ-lɔ a kɔsɔkʷɔ ava ___
Gloss (with missing item): woman 3S-go at market in ___
The English translation of this sentence is:‘When is the woman going to market?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: In \REF{ex:10:62} and \REF{ex:10:64}, an oblique is questioned. The presupposed information is that the woman plans to go to market sometime. The interrogative pronoun is the temporal element in the clause in \REF{ex:10:62}. While temporal noun phrases can occur clause-initially, the interrogative pronoun is again found in the clause-final position.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: ɛpɛlɛj	 gloss: when
B: word: ɗaw	 gloss: {Q
C: word: ɛpɛlɛj~	 gloss: when
D: word: kʊlɔ	 gloss: before

    Answer:
    ",A,A,True,0.8076923076923077
26," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 26:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): k\'{ɔ}-lɔ ___
Gloss (with missing item): twoS+PFV-go ___
The English translation of this sentence is:‘Where did you go?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: In \REF{ex:10:62} and \REF{ex:10:64}, an oblique is questioned. The presupposed information is that the woman plans to go to market sometime. The interrogative pronoun is the temporal element in the clause in \REF{ex:10:62}. While temporal noun phrases can occur clause-initially, the interrogative pronoun is again found in the clause-final position.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: amtamaj	 gloss: where
B: word: kamaj	 gloss: why
C: word: ɬam	 gloss: place
D: word: ɛtɛj	 gloss: please

    Answer:
    ",A,A,True,0.8148148148148148
27," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 27:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): hʷɔr ɔ-lɔ a kɔsɔkʷɔ ava ___
Gloss (with missing item): woman 3S-go at market in ___
The English translation of this sentence is:‘When is the woman going to market?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: In \REF{ex:10:62} and \REF{ex:10:64}, an oblique is questioned. The presupposed information is that the woman plans to go to market sometime. The interrogative pronoun is the temporal element in the clause in \REF{ex:10:62}. While temporal noun phrases can occur clause-initially, the interrogative pronoun is again found in the clause-final position.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: ɛpɛlɛj	 gloss: when
B: word: ɗaw	 gloss: {Q
C: word: ɛpɛlɛj~	 gloss: when
D: word: kʊlɔ	 gloss: before

    Answer:
    ",A,A,True,0.8214285714285714
28," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 28:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): k\'{ɔ}-lɔ ___
Gloss (with missing item): twoS+PFV-go ___
The English translation of this sentence is:‘Where did you go?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The elements within non-core adpositional phrases are questioned using the generic location question word amtamay ‘its gloss ___’ \REF{ex:10:64}. This generic location question word does not need to be located inside an adpositional phrase, eliminating the possibility that the locational postposition would follow the interrogative pronoun in the clause allowing the interrogative pronoun to be clause-final. The presupposed information is that the hearer is going someits gloss ___.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: kamaj	 gloss: why
B: word: amtamaj	 gloss: where
C: word: aŋga	 gloss: POSS
D: word: ɬam	 gloss: place

    Answer:
    ",B,B,True,0.8275862068965517
29," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 29:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): mɔgʷɔm nɛhɛ [aŋga ___
Gloss (with missing item): house DEM POSS ___
The English translation of this sentence is:‘This house here belongs to whom?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The second clause structure that is employed for interrogative constructions is the predicate nominal. The predicate nominal structure is employed for questioning an element of a predicate nominal clause. (\ref{ex:10:66}–\ref{ex:10:71}) are example pairs where the first of each pair is a question and the second is a possible response. In \REF{ex:10:66} an aspect of the nominal is questioned with the interrogative pronoun in a prepositional phrase. The prepositional phrase is delimited by square brackets.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: mɪʒɛ	 gloss: person
B: word: waj	 gloss: who
C: word: almaj	 gloss: what
D: word: waja	 gloss: because

    Answer:
    ",B,B,True,0.8333333333333334
30," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 30:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): mɔgʷɔm nɛhɛ [aŋga ___
Gloss (with missing item): house DEM POSS ___
The English translation of this sentence is:‘This house here belongs to whom?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The second clause structure that is employed for interrogative constructions is the predicate nominal. The predicate nominal structure is employed for questioning an element of a predicate nominal clause. (\ref{ex:10:66}–\ref{ex:10:71}) are example pairs where the first of each pair is a question and the second is a possible response. In \REF{ex:10:66} an aspect of the nominal is questioned with the interrogative pronoun in a prepositional phrase. The prepositional phrase is delimited by square brackets.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: amtamaj	 gloss: where
B: word: mɪʒɛ	 gloss: person
C: word: waja	 gloss: because
D: word: waj	 gloss: who

    Answer:
    ",D,D,True,0.8387096774193549
31," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 31:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): mɔgʷɔm=aŋgʷɔ ___
Gloss (with missing item): home=twoS.POSS ___
The English translation of this sentence is:‘Where is your home?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: In \REF{ex:10:68} and \REF{ex:10:70}, the interrogative word itself is the predicate.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: hawa	 gloss: Hawa
B: word: amtamaj	 gloss: where
C: word: kamaj	 gloss: why
D: word: ɬam	 gloss: place

    Answer:
    ",B,B,True,0.84375
32," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 32:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): bahaj a ɬala=alʊkʷøjɛ na ___
Gloss (with missing item): chief GEN village=twoP.POSS PSP ___
The English translation of this sentence is:‘The chief of your village is who?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: In \REF{ex:10:68} and \REF{ex:10:70}, the interrogative word itself is the predicate.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: mɪʒɛ	 gloss: person
B: word: waja	 gloss: because
C: word: waj	 gloss: who
D: word: kamaj	 gloss: why

    Answer:
    ",C,C,True,0.8484848484848485
33," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 33:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): amɪ-ʒɪɗ-ɛ dəraj na ___
Gloss (with missing item): DEP-take-CL head PSP ___
The English translation of this sentence is:‘Who will win?’ (lit. the one that takes the head [is] who?)
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: \REF{ex:10:75} and \REF{ex:10:77} show two other predicate nominal clauses that question what would be the subject of an otherwise verbal clause. \REF{ex:10:76} and \REF{ex:10:78} are possible responses to these questions.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: amtamaj	 gloss: where
B: word: waj	 gloss: who
C: word: mɪʒɛ	 gloss: person
D: word: waja	 gloss: because

    Answer:
    ",B,B,True,0.8529411764705882
34," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 34:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Mala a-vəl=aŋ ___ \ulp{ana}{~} \ulp{məlama}{~}\ulp{=ahaŋ}{~~~~} \ule{na}
Gloss (with missing item): Mala 3S-give=3S.IO ___ DAT sibling=3S.POSS PSP
The English translation of this sentence is:‘Mala gave what to his brother?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The third structure for content information questions uses a right-shifted na{}-marked element (see \sectref{sec:11.3}). This structure is employed in cases where it is impossible for a questioned verb phrase element to be clause-final. In \REF{ex:10:79}, the direct object is questioned. In this case the direct object cannot be clause-final since it is necessary to include the information ana məlama ahan ‘to his brother,’ and the prepositional phrase must follow the direct object in the verb phrase (\chapref{chap:8}). Thus in the interrogative structure, the interrogative pronoun replaces the direct object and the rest of the clause is put into a post-posed na{}-marked phrase (underlined in this example). A possible response is shown in \REF{ex:10:80}.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: wɛlɛj	 gloss: which
B: word: almaj	 gloss: what
C: word: hawa	 gloss: Hawa
D: word: malmaj	 gloss: what

    Answer:
    ",D,B,False,0.8285714285714286
35," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 35:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): zar na ndahaŋ baba a Mala ___
Gloss (with missing item): man PSP 3S father GEN Mala ___
The English translation of this sentence is:‘That man, is he Mala’s father?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Yes/no questions are interrogative clauses which can be answered by a simple ‘yes’ or ‘no’ – they are not asking for content in the reply. Moloko uses the interrogative marker the morpheme ___ at the end of what is otherwise a declarative clause to create yes/no interrogatives. Pure yes-no questions can be answered with either yes or no, but in Moloko there is often a degree of expectation to the question.\footnote{Expectation is a central element in understanding Moloko grammar (see \sectref{sec:7.4.3}), as is what constitutes shared information with the hearer (see \chapref{chap:11}). Questions are constructed in Moloko with that knowledge and expectation in mind, even when seeking new information. Tag questions are discussed in \sectref{sec:10.3.3}.} When a speaker asks a yes/no question (\ref{ex:10:81}–\ref{ex:10:83}), they are usually expecting an affirmative reply.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: =ava	 gloss: \hspaceThis{[=in
B: word: mɛmɛ	 gloss: how
C: word: a-s=aw	 gloss: 3S-please=oneS.IO
D: word: ɗaw	 gloss: {Q

    Answer:
    ",D,D,True,0.8333333333333334
36," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 36:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): zar=aŋgʷɔ ndahaŋ aba ___
Gloss (with missing item): man=twoS.POSS 3S EXT ___
The English translation of this sentence is:‘Is your husband well?’ (part of a greeting; lit. your husband, does he exist?)
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Yes/no questions are interrogative clauses which can be answered by a simple ‘yes’ or ‘no’ – they are not asking for content in the reply. Moloko uses the interrogative marker the morpheme ___ at the end of what is otherwise a declarative clause to create yes/no interrogatives. Pure yes-no questions can be answered with either yes or no, but in Moloko there is often a degree of expectation to the question.\footnote{Expectation is a central element in understanding Moloko grammar (see \sectref{sec:7.4.3}), as is what constitutes shared information with the hearer (see \chapref{chap:11}). Questions are constructed in Moloko with that knowledge and expectation in mind, even when seeking new information. Tag questions are discussed in \sectref{sec:10.3.3}.} When a speaker asks a yes/no question (\ref{ex:10:81}–\ref{ex:10:83}), they are usually expecting an affirmative reply.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: a-s=aw	 gloss: 3S-please=oneS.IO
B: word: =ava	 gloss: \hspaceThis{[=in
C: word: alma	 gloss: what
D: word: ɗaw	 gloss: {Q

    Answer:
    ",D,D,True,0.8378378378378378
37," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 37:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Mana na á-l=ala ___
Gloss (with missing item): Mana PSP 3S+IPV-go=to ___
The English translation of this sentence is:'Mana, is he coming?'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: In \REF{ex:10:82}, the speaker expects that Mana is on his way; he is asking for confirmation (but a negative response is always possible). Likewise in \REF{ex:10:83}, he expects that the referent zar ango ‘your husband’ is well.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: a-s=aw	 gloss: 3S-please=oneS.IO
B: word: alma	 gloss: what
C: word: =ava	 gloss: \hspaceThis{[=in
D: word: ɗaw	 gloss: {Q

    Answer:
    ",A,D,False,0.8157894736842105
38," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 38:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): zar=aŋgʷɔ ndahaŋ aba ___
Gloss (with missing item): man=twoS.POSS 3S EXT ___
The English translation of this sentence is:‘Is your husband well?’ (part of a greeting; lit. your husband, does he exist?)
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: In \REF{ex:10:82}, the speaker expects that Mana is on his way; he is asking for confirmation (but a negative response is always possible). Likewise in \REF{ex:10:83}, he expects that the referent zar ango ‘your husband’ is well.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: a-s=aw	 gloss: 3S-please=oneS.IO
B: word: almaj	 gloss: what
C: word: =ava	 gloss: \hspaceThis{[=in
D: word: ɗaw	 gloss: {Q

    Answer:
    ",D,D,True,0.8205128205128205
39," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 39:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): baba=aŋgʷɔ ndahaŋ ava a mɔgʷɔm ___
Gloss (with missing item): father=twoS.POSS 3S EXT+in at home ___
The English translation of this sentence is:‘Is your father in?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: There is often an even stronger affirmative expectation when the question is negated. Compare the positive and negative pairs of questions (\ref{ex:10:84}–\ref{ex:10:89}). Some of the negated questions can be used rhetorically (see \sectref{sec:10.3.4}), since the speaker already knows that the answer is yes. In the examples, the interrogative markers and the negative particles are bolded.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: a-s=aw	 gloss: 3S-please=oneS.IO
B: word: ɗaw	 gloss: {Q
C: word: =ava	 gloss: \hspaceThis{[=in
D: word: maj	 gloss: what

    Answer:
    ",B,B,True,0.825
40," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 40:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): məlama=aŋgʷɔ á-l=ala ___ ɗaw
Gloss (with missing item): sibling=twoS.POSS 3S+IFV-go=to ___ {Q
The English translation of this sentence is:‘Is your brother not coming?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: There is often an even stronger affirmative expectation when the question is negated. Compare the positive and negative pairs of questions (\ref{ex:10:84}–\ref{ex:10:89}). Some of the negated questions can be used rhetorically (see \sectref{sec:10.3.4}), since the speaker already knows that the answer is yes. In the examples, the interrogative markers and the negative particles are bolded.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: tʃɪɗɛw	 gloss: smallness
B: word: asa-baj	 gloss: again-NEG
C: word: ɛtɛ	 gloss: please
D: word: baj	 gloss: NEG

    Answer:
    ",D,D,True,0.8292682926829268
41," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 41:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): məlama=aŋgʷɔ á-l=ala baj ___
Gloss (with missing item): sibling=twoS.POSS 3S+IFV-go=to NEG ___
The English translation of this sentence is:‘Is your brother not coming?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: There is often an even stronger affirmative expectation when the question is negated. Compare the positive and negative pairs of questions (\ref{ex:10:84}–\ref{ex:10:89}). Some of the negated questions can be used rhetorically (see \sectref{sec:10.3.4}), since the speaker already knows that the answer is yes. In the examples, the interrogative markers and the negative particles are bolded.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: =ava	 gloss: \hspaceThis{[=in
B: word: ɗaw	 gloss: {Q
C: word: nɛ=ahaŋ	 gloss: oneS=3S.POSS
D: word: a-s=aw	 gloss: 3S-please=oneS.IO

    Answer:
    ",A,B,False,0.8095238095238095
42," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 42:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): awak=aŋgʷɔ na káá-ɬ-aj na ___
Gloss (with missing item): goat=twoS.POSS PSP twoS+POT-slay-CL 3S.DO ___
The English translation of this sentence is:‘Your goat, are you going to slaughter it?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: As is the case for the negation construction (see \sectref{sec:10.2.3}), it could be that the entire proposition in the clause is being questioned. However, it is often the case that only the final constituent is being questioned. Often the clause is restructured when a constituent of the clause is questioned so that the constituent is in final position. In \REF{ex:10:90} the direct object is fronted and marked as presupposed (it is the topic of discussion) so that the other elements in the clause are questioned (see \sectref{sec:10.3.2}). See also \REF{ex:10:82} where the subject is marked as presupposed and it is whether or not he is coming that is being questioned.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: a-s=aw	 gloss: 3S-please=oneS.IO
B: word: ɛtɛ	 gloss: please
C: word: =ava	 gloss: \hspaceThis{[=in
D: word: ɗaw	 gloss: {Q

    Answer:
    ",D,D,True,0.813953488372093
43," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 43:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Mana na á-l=ala ___
Gloss (with missing item): Mana PSP 3S+IPV-go=to ___
The English translation of this sentence is:'Mana, is he coming?'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: As is the case for the negation construction (see \sectref{sec:10.2.3}), it could be that the entire proposition in the clause is being questioned. However, it is often the case that only the final constituent is being questioned. Often the clause is restructured when a constituent of the clause is questioned so that the constituent is in final position. In \REF{ex:10:90} the direct object is fronted and marked as presupposed (it is the topic of discussion) so that the other elements in the clause are questioned (see \sectref{sec:10.3.2}). See also \REF{ex:10:82} where the subject is marked as presupposed and it is whether or not he is coming that is being questioned.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: a-s=aw	 gloss: 3S-please=oneS.IO
B: word: ɗaw	 gloss: {Q
C: word: =ava	 gloss: \hspaceThis{[=in
D: word: almaj	 gloss: what

    Answer:
    ",B,B,True,0.8181818181818182
44," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 44:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): [sʊlɔm ga] ___
Gloss (with missing item): goodness ADJ ___
The English translation of this sentence is:‘[Is that] good?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Other question tags are evaluative. Example \REF{ex:10:94} is a question tag asked in a context where the speaker is examining something physically (perhaps at the market as he is considering to buy it) or analysing and evaluating an event.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: a-s=aw	 gloss: 3S-please=oneS.IO
B: word: =ava	 gloss: \hspaceThis{[=in
C: word: ɗaw	 gloss: {Q
D: word: nɛ=ahaŋ	 gloss: oneS=3S.POSS

    Answer:
    ",C,C,True,0.8222222222222222
45," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 45:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): mɪʒɛ=ahaj ta-g=aw ɛlɛ lala baj ___
Gloss (with missing item): person=Pl 3P-do=oneS.IO thing good NEG ___
The English translation of this sentence is:‘The people had no reason to do this bad thing to me.’ (lit. the people did the bad thing to me why?)
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: In a rhetorical question, the speaker is not pragmatically asking for information. Rather, the questions can be evaluative, may carry an element of reproach, or may be a mild command. The context gives the rhetorical force. Some rhetorical questions have a special emphatic structure (see \sectref{sec:10.3.5}) but many have the normal interrogative structure for a content question (\ref{ex:10:95}–\ref{ex:10:96}, see \sectref{sec:10.3.1}). For example, the speaker is not seeking an explanation when he asks kamay ‘its gloss ___’ in \REF{ex:10:95}. More probably he is making a strong statement, ‘the people had no reason to do this bad thing to me.’ Likewise in \REF{ex:10:96}, the speaker is saying that the listener will listen to no one.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: kamaj	 gloss: why
B: word: waj	 gloss: who
C: word: waja	 gloss: because
D: word: amtamaj	 gloss: where

    Answer:
    ",A,A,True,0.8260869565217391
46," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 46:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): mɪʒɛ=ahaj ta-g=aw ɛlɛ lala baj ___
Gloss (with missing item): person=Pl 3P-do=oneS.IO thing good NEG ___
The English translation of this sentence is:‘The people had no reason to do this bad thing to me.’ (lit. the people did the bad thing to me why?)
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: In a rhetorical question, the speaker is not pragmatically asking for information. Rather, the questions can be evaluative, may carry an element of reproach, or may be a mild command. The context gives the rhetorical force. Some rhetorical questions have a special emphatic structure (see \sectref{sec:10.3.5}) but many have the normal interrogative structure for a content question (\ref{ex:10:95}–\ref{ex:10:96}, see \sectref{sec:10.3.1}). For example, the speaker is not seeking an explanation when he asks kamay ‘its gloss ___’ in \REF{ex:10:95}. More probably he is making a strong statement, ‘the people had no reason to do this bad thing to me.’ Likewise in \REF{ex:10:96}, the speaker is saying that the listener will listen to no one.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: waja	 gloss: because
B: word: kamaj	 gloss: why
C: word: mɛj	 gloss: how?
D: word: amtamaj	 gloss: where

    Answer:
    ",B,B,True,0.8297872340425532
