id,prompt,prediction,gold,correct,running_accuracy
24," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 24:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ___ Moro=ke uf-e-mik.
Gloss (with missing item): ___ Moro=CF dance-PA-1/3p
The English translation of this sentence is:`We Moro people danced.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: When the whole group the morpheme ___s referred to, a plural pronoun the morpheme ___s added to the place name \REF{ex:3:x422}, \REF{ex:3:x423}:
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: ewur	 gloss: quickly
B: word: i	 gloss: 1p.UNM
C: word: kasi	 gloss: cat
D: word: wia	 gloss: 3p.ACC

    Answer:
    ",B,B,True,0.84
25," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 25:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): I ___ uf-e-mik.
Gloss (with missing item): 1p.UNM ___ dance-PA-1/3p
The English translation of this sentence is:`We Moro people danced.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: When the whole group is referred to, a plural pronoun is added to the place name \REF{ex:3:x422}, \REF{ex:3:x423}:
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: papako=ke	 gloss: some=CF
B: word: nain=iw	 gloss: that1=INST
C: word: moro=ke	 gloss: Moro=CF
D: word: moro	 gloss: Moro

    Answer:
    ",C,C,True,0.8461538461538461
26," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 26:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ___ Lasen wia nokar-e-k.{\upshape\footnotemark{}}
Gloss (with missing item): ___ Lasen 3p.ACC ask-PA-3s
The English translation of this sentence is:`He asked the Lasen people'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: When the whole group is referred to, a plural pronoun is added to the place name \REF{ex:3:x422}, \REF{ex:3:x423}:
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: okai(wi)=pa	 gloss: other.side=LOC
B: word: (wi)	 gloss: 3p.UNM
C: word: (yo/i)	 gloss: 1s/1p.UNM
D: word: bom=iya	 gloss: bomb=COM

    Answer:
    ",B,B,True,0.8518518518518519
27," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 27:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): (Wi) ___ wia nokar-e-k.{\upshape\footnotemark{}}
Gloss (with missing item): 3p.UNM ___ 3p.ACC ask-PA-3s
The English translation of this sentence is:`He asked the Lasen people'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: When the whole group is referred to, a plural pronoun is added to the place name \REF{ex:3:x422}, \REF{ex:3:x423}:
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: dabe	 gloss: Dabe
B: word: lasen=ke	 gloss: Lasen=CF
C: word: lasen	 gloss: Lasen
D: word: fan	 gloss: here

    Answer:
    ",C,C,True,0.8571428571428571
28," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 28:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): (Wi) Lasen ___ nokar-e-k.{\upshape\footnotemark{}}
Gloss (with missing item): 3p.UNM Lasen ___ ask-PA-3s
The English translation of this sentence is:`He asked the Lasen people'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: When the whole group is referred to, a plural pronoun is added to the place name \REF{ex:3:x422}, \REF{ex:3:x423}:
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: wiar	 gloss: 3.DAT
B: word: nia	 gloss: 2p.ACC
C: word: owawiya	 gloss: with
D: word: wia	 gloss: 3p.ACC

    Answer:
    ",D,D,True,0.8620689655172413
29," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 29:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Kuuten ___ iperowa, yo auwa kapa=ke.
Gloss (with missing item): Kuuten ___ firstborn 1s.UNM 1s/p.father lastborn=CF
The English translation of this sentence is:`Kuuten's father was the firstborn, my father the lastborn.'\footnote{Both of these fathers could be called auwa `my/our father(s)' by the two men.}
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The ``possessors'' are differentiated as first, second or third person but not as singular vs. plural. An unmarked \REF{ex:3:x1311} or a genitive pronoun \REF{ex:3:x28} and \REF{ex:3:x1312} may be used to either make this number distinction or to emphasize the kin relationship, when the relationship is used as a term of reference rather than as a term of address.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: uroma	 gloss: stomach
B: word: kame=pa	 gloss: side=LOC
C: word: wiawi=ke	 gloss: 3s/p.father=CF
D: word: wiawi	 gloss: 3s/p.father

    Answer:
    ",D,D,True,0.8666666666666667
30," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 30:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Kuuten wiawi iperowa, ___ auwa kapa=ke.
Gloss (with missing item): Kuuten 3s/p.father firstborn ___ 1s/p.father lastborn=CF
The English translation of this sentence is:`Kuuten's father was the firstborn, my father the lastborn.'\footnote{Both of these fathers could be called auwa `my/our father(s)' by the two men.}
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The ``possessors'' are differentiated as first, second or third person but not as singular vs. plural. An unmarked \REF{ex:3:x1311} or a genitive pronoun \REF{ex:3:x28} and \REF{ex:3:x1312} may be used to either make this number distinction or to emphasize the kin relationship, when the relationship is used as a term of reference rather than as a term of address.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: yo	 gloss: 1s.UNM
B: word: marewa=ke=yon	 gloss: none=CF-perhaps
C: word: iki(w-e)p	 gloss: go-SS.SEQ
D: word: (yo/i)	 gloss: 1s/1p.UNM

    Answer:
    ",D,A,False,0.8387096774193549
31," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 31:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Kuuten wiawi iperowa, yo ___ kapa=ke.
Gloss (with missing item): Kuuten 3s/p.father firstborn 1s.UNM ___ lastborn=CF
The English translation of this sentence is:`Kuuten's father was the firstborn, my father the lastborn.'\footnote{Both of these fathers could be called auwa `my/our father(s)' by the two men.}
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The ``possessors'' are differentiated as first, second or third person but not as singular vs. plural. An unmarked \REF{ex:3:x1311} or a genitive pronoun \REF{ex:3:x28} and \REF{ex:3:x1312} may be used to either make this number distinction or to emphasize the kin relationship, when the relationship is used as a term of reference rather than as a term of address.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: urauwa	 gloss: hole
B: word: kuisow	 gloss: one
C: word: auwa	 gloss: 1s/p.father
D: word: niawi	 gloss: 2s/p.father

    Answer:
    ",C,C,True,0.84375
32," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 32:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Aakisa ___ auwa kapa fain=ke yia uruf-i-ya.
Gloss (with missing item): now ___ 1s/p.father lastborn this=CF 1p.ACC see-Np-PR.3s
The English translation of this sentence is:`Now this lastborn of my ``fathers'' watches over us.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The ``possessors'' are differentiated as first, second or third person but not as singular vs. plural. An unmarked \REF{ex:3:x1311} or a genitive pronoun \REF{ex:3:x28} and \REF{ex:3:x1312} may be used to either make this number distinction or to emphasize the kin relationship, when the relationship is used as a term of reference rather than as a term of address.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: nena	 gloss: 2s.GEN
B: word: yo/yena	 gloss: 1s.UNM/1s.GEN
C: word: marasin=ke	 gloss: poison=CF
D: word: yena	 gloss: 1s.GEN

    Answer:
    ",D,D,True,0.8484848484848485
33," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 33:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Aakisa yena ___ kapa fain=ke yia uruf-i-ya.
Gloss (with missing item): now 1s.GEN ___ lastborn this=CF 1p.ACC see-Np-PR.3s
The English translation of this sentence is:`Now this lastborn of my ``fathers'' watches over us.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The ``possessors'' are differentiated as first, second or third person but not as singular vs. plural. An unmarked \REF{ex:3:x1311} or a genitive pronoun \REF{ex:3:x28} and \REF{ex:3:x1312} may be used to either make this number distinction or to emphasize the kin relationship, when the relationship is used as a term of reference rather than as a term of address.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: auwa	 gloss: 1s/p.father
B: word: niawi	 gloss: 2s/p.father
C: word: urauwa	 gloss: hole
D: word: tiil	 gloss: on.edge

    Answer:
    ",A,A,True,0.8529411764705882
34," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 34:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Sa, a ___ nie=ke, nena nepua=ke, niawi=ke.
Gloss (with missing item): INTJ INTJ ___ 2s/p.uncle=CF 2s.GEN 2s/p.brother-in-law 2s/p.father
The English translation of this sentence is:`(Don't you understand,) those are your uncle(-in-law), your brother-in-law and father(-in-law).'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The ``possessors'' are differentiated as first, second or third person but not as singular vs. plural. An unmarked \REF{ex:3:x1311} or a genitive pronoun \REF{ex:3:x28} and \REF{ex:3:x1312} may be used to either make this number distinction or to emphasize the kin relationship, when the relationship is used as a term of reference rather than as a term of address.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: nenar-e-mik=i	 gloss: shoot.you-PA-1/3p=QM
B: word: nena	 gloss: 2s.GEN
C: word: nefar	 gloss: 2s.DAT
D: word: yena	 gloss: 1s.GEN

    Answer:
    ",B,B,True,0.8571428571428571
35," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 35:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Sa, a nena ___ nena nepua=ke, niawi=ke.
Gloss (with missing item): INTJ INTJ 2s.GEN ___ 2s.GEN 2s/p.brother-in-law 2s/p.father
The English translation of this sentence is:`(Don't you understand,) those are your uncle(-in-law), your brother-in-law and father(-in-law).'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The ``possessors'' are differentiated as first, second or third person but not as singular vs. plural. An unmarked \REF{ex:3:x1311} or a genitive pronoun \REF{ex:3:x28} and \REF{ex:3:x1312} may be used to either make this number distinction or to emphasize the kin relationship, when the relationship is used as a term of reference rather than as a term of address.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: nie	 gloss: 2s/p.uncle
B: word: nie=ke	 gloss: 2s/p.uncle=CF
C: word: aite=ke	 gloss: 1s/p.mother=CF
D: word: nan	 gloss: there

    Answer:
    ",A,B,False,0.8333333333333334
36," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 36:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Sa, a nena nie=ke, ___ nepua=ke, niawi=ke.
Gloss (with missing item): INTJ INTJ 2s.GEN 2s/p.uncle=CF ___ 2s/p.brother-in-law 2s/p.father
The English translation of this sentence is:`(Don't you understand,) those are your uncle(-in-law), your brother-in-law and father(-in-law).'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The ``possessors'' are differentiated as first, second or third person but not as singular vs. plural. An unmarked \REF{ex:3:x1311} or a genitive pronoun \REF{ex:3:x28} and \REF{ex:3:x1312} may be used to either make this number distinction or to emphasize the kin relationship, when the relationship is used as a term of reference rather than as a term of address.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: nena	 gloss: 2s.GEN
B: word: nenar-e-mik=i	 gloss: shoot.you-PA-1/3p=QM
C: word: yena	 gloss: 1s.GEN
D: word: aakun-owa	 gloss: talk-NMZ

    Answer:
    ",A,A,True,0.8378378378378378
37," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 37:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Sa, a nena nie=ke, nena ___ niawi=ke.
Gloss (with missing item): INTJ INTJ 2s.GEN 2s/p.uncle=CF 2s.GEN ___ 2s/p.father
The English translation of this sentence is:`(Don't you understand,) those are your uncle(-in-law), your brother-in-law and father(-in-law).'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The ``possessors'' are differentiated as first, second or third person but not as singular vs. plural. An unmarked \REF{ex:3:x1311} or a genitive pronoun \REF{ex:3:x28} and \REF{ex:3:x1312} may be used to either make this number distinction or to emphasize the kin relationship, when the relationship is used as a term of reference rather than as a term of address.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: mua=ke	 gloss: man=CF
B: word: kuum-e-mik	 gloss: burn-PA-1/3p
C: word: nepua=ke	 gloss: 2s/p.brother-in-law
D: word: neremena	 gloss: 2s/p.nephew

    Answer:
    ",C,C,True,0.8421052631578947
38," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 38:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ___
Gloss (with missing item): ___
The English translation of this sentence is:`(the act of) dancing', `(traditional) dance'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The process of nominalizing verbs is a straightforward and fully productive process of adding the nominalizing suffix -\textstyleStyleVernacularWordsItalic{owa} to the verb stem. The nominalized verbs most commonly function as nouns \REF{ex:3:x62}--\REF{ex:3:x1231}, sometimes also as adjectives \REF{ex:3:x1247}.\footnote{In the Mauwake dictionary some of these nominalized forms have their own entry as if they were fully lexicalized as nouns, but this is to some extent a concession to other languages, where separate nouns may be required for the action nominals and more lexicalized deverbal nouns (for the distinction, see \citealt[193]{Ylikoski2003}). In Mauwake it is often difficult to establish which of the nominalizations are lexicalized.}
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: uf-owa	 gloss: dance-NMZ
B: word: muf-owa	 gloss: pull-NMZ
C: word: ikoka	 gloss: later
D: word: niir-owa	 gloss: play-NMZ

    Answer:
    ",A,A,True,0.8461538461538461
39," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 39:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ___ opaimika aakun-e-mik.
Gloss (with missing item): ___ talk talk-PA-1/3p
The English translation of this sentence is:`In the meeting we talked.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The process of nominalizing verbs is a straightforward and fully productive process of adding the nominalizing suffix -\textstyleStyleVernacularWordsItalic{owa} to the verb stem. The nominalized verbs most commonly function as nouns \REF{ex:3:x62}--\REF{ex:3:x1231}, sometimes also as adjectives \REF{ex:3:x1247}.\footnote{In the Mauwake dictionary some of these nominalized forms have their own entry as if they were fully lexicalized as nouns, but this is to some extent a concession to other languages, where separate nouns may be required for the action nominals and more lexicalized deverbal nouns (for the distinction, see \citealt[193]{Ylikoski2003}). In Mauwake it is often difficult to establish which of the nominalizations are lexicalized.}
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: lolom	 gloss: mud
B: word: fiirim-owa=pa	 gloss: gather-NMZ=LOC
C: word: kookal-owa=pa	 gloss: like-NMZ=LOC
D: word: samor-eka	 gloss: bad-IMP.2p

    Answer:
    ",B,B,True,0.85
40," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 40:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Amina ___ eliw(a) marewa=ke.
Gloss (with missing item): pot ___ good none=CF
The English translation of this sentence is:`The pot is broken (and) not good' or: `The broken pot is not good.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The process of nominalizing verbs is a straightforward and fully productive process of adding the nominalizing suffix -\textstyleStyleVernacularWordsItalic{owa} to the verb stem. The nominalized verbs most commonly function as nouns \REF{ex:3:x62}--\REF{ex:3:x1231}, sometimes also as adjectives \REF{ex:3:x1247}.\footnote{In the Mauwake dictionary some of these nominalized forms have their own entry as if they were fully lexicalized as nouns, but this is to some extent a concession to other languages, where separate nouns may be required for the action nominals and more lexicalized deverbal nouns (for the distinction, see \citealt[193]{Ylikoski2003}). In Mauwake it is often difficult to establish which of the nominalizations are lexicalized.}
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: umuk-owa	 gloss: extinguish-NMZ
B: word: onak	 gloss: 3s/p.mother
C: word: puk-owa	 gloss: break-NMZ
D: word: eefeke	 gloss: there2.CF

    Answer:
    ",C,C,True,0.8536585365853658
41," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 41:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Siowa ___ miim-ap ekap-o-k.
Gloss (with missing item): dog ___ hear-SS.SEQ come-PA-3s
The English translation of this sentence is:`He heard the dog's noise and came' or: `The dog heard noise and came.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Action nominals function like any regular nouns in Mauwake. They can be, for example, a head \REF{ex:3:x64} or a qualifier \REF{ex:3:x65} in a \textstyleAcronymallcaps{np}, and a first \REF{ex:3:x66} or last element \REF{ex:3:x67} in a compound noun.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: on-owa	 gloss: make-NMZ
B: word: wu-owa	 gloss: put-NMZ
C: word: war-iwkin	 gloss: shoot-2/3p.DS
D: word: alu-owa	 gloss: make.noise-NMZ

    Answer:
    ",D,D,True,0.8571428571428571
42," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 42:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Oram ___ opora ma-e-m.
Gloss (with missing item): just ___ talk say-PA-1s
The English translation of this sentence is:`I just said it as a joke.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Action nominals function like any regular nouns in Mauwake. They can be, for example, a head \REF{ex:3:x64} or a qualifier \REF{ex:3:x65} in a \textstyleAcronymallcaps{np}, and a first \REF{ex:3:x66} or last element \REF{ex:3:x67} in a compound noun.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: eefin	 gloss: that2
B: word: niir-owa	 gloss: play-NMZ
C: word: ekap-owa	 gloss: come-NMZ
D: word: niir-ow(a)	 gloss: laugh-NMZ

    Answer:
    ",D,D,True,0.8604651162790697
43," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 43:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Kaul ___ mera aaw-owa eliw.
Gloss (with missing item): hook ___ fish get-NMZ all.right
The English translation of this sentence is:`As for throwing a hook, it is a good way of catching fish.' (Lit: `Hook-throwing is all right for fish-catching.')
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Action nominals function like any regular nouns in Mauwake. They can be, for example, a head \REF{ex:3:x64} or a qualifier \REF{ex:3:x65} in a \textstyleAcronymallcaps{np}, and a first \REF{ex:3:x66} or last element \REF{ex:3:x67} in a compound noun.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: mik-owa	 gloss: shoot-NMZ
B: word: ewur	 gloss: quickly
C: word: wafur-owa	 gloss: throw-NMZ
D: word: wafur-om-i-kuan	 gloss: throw-BEN-Np-FU.3p

    Answer:
    ",C,C,True,0.8636363636363636
44," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 44:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Kaul wafur-owa mera ___ eliw.
Gloss (with missing item): hook throw-NMZ fish ___ all.right
The English translation of this sentence is:`As for throwing a hook, it is a good way of catching fish.' (Lit: `Hook-throwing is all right for fish-catching.')
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Action nominals function like any regular nouns in Mauwake. They can be, for example, a head \REF{ex:3:x64} or a qualifier \REF{ex:3:x65} in a \textstyleAcronymallcaps{np}, and a first \REF{ex:3:x66} or last element \REF{ex:3:x67} in a compound noun.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: aaw-owen=i	 gloss: get-FU.2p=QM
B: word: asip-owa	 gloss: help-NMZ
C: word: maa	 gloss: thing/food
D: word: aaw-owa	 gloss: get-NMZ

    Answer:
    ",D,D,True,0.8666666666666667
45," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 45:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): mua ___
Gloss (with missing item): man ___
The English translation of this sentence is:`talk(ing) of man/people', `people's talk'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The following expressions form an interesting pair, as \REF{ex:3:x424} is a \textstyleAcronymallcaps{np} with a nominalized verb as its head, and \REF{ex:3:x425} is a compound noun with a nominalized verb as the first part.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: yena	 gloss: 1s.GEN
B: word: aakun-owa	 gloss: talk-NMZ
C: word: paayar-owa	 gloss: understand-NMZ
D: word: aakun-ow(a)	 gloss: talk-NMZ

    Answer:
    ",D,B,False,0.8478260869565217
46," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 46:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ___ mua
Gloss (with missing item): ___ man
The English translation of this sentence is:`a talker', `a spokesman'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The following expressions form an interesting pair, as \REF{ex:3:x424} is a \textstyleAcronymallcaps{np} with a nominalized verb as its head, and \REF{ex:3:x425} is a compound noun with a nominalized verb as the first part.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: aakun-owa	 gloss: talk-NMZ
B: word: ewur	 gloss: quickly
C: word: paayar-owa	 gloss: understand-NMZ
D: word: aakun-ow(a)	 gloss: talk-NMZ

    Answer:
    ",D,D,True,0.851063829787234
47," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 47:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ikemika ___ mua
Gloss (with missing item): wound ___ man
The English translation of this sentence is:`doctor, nurse'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: \citet[334--342]{ComrieEtAl2007} list various kinds of other nominalization possibilities,\footnote{\citet[500]{Givon1990} calls all of these lexical nominalizations, and Ylikoski calls them deverbal nouns (\citeyear[193]{Ylikoski2003}) to distinguish them from action nominals.} but in Mauwake the corresponding expressions are compound nouns or noun phrases consisting of the nominalized verb (or clause) plus another noun \REF{ex:3:x1232}, \REF{ex:3:x1233}, rather than simple nominalizations.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: kaik-ow(a)	 gloss: tie-NMZ
B: word: asip-owa	 gloss: help-NMZ
C: word: nain=ko	 gloss: that1=NF
D: word: irak-ow(a)	 gloss: fight-NMZ

    Answer:
    ",D,A,False,0.8333333333333334
